critic,fresh,imdb,publication,quote,review_date,rtid,title
Kenneth Turan,rotten,149691.0,Los Angeles Times,"Some characters breathe better on the page, and that is the case here.",2000-01-01,12635.0,Anywhere But Here
Janet Maslin,fresh,149691.0,New York Times,"Mr. Wang once again works splendidly with actresses, and boy, does he have a lot to work with this time.",2000-01-01,12635.0,Anywhere But Here
Lou Lumenick,fresh,149691.0,New York Post,"Anywhere But Here is a wonderful showcase for Natalie Portman, who gives an Oscar-caliber performance.",2000-01-01,12635.0,Anywhere But Here
Todd McCarthy,rotten,120655.0,Variety,"A very vulgar pro-faith comedy rather than a sacrilegious goof, Dogma is an extraordinarily uneven film that significant cutting might be able to transform into a playable one.",2008-03-19,13107.0,Dogma
Jonathan Rosenbaum,rotten,120655.0,Chicago Reader,I couldn't care less whether Smith's metaphysical conceits about the war between Good and Evil are those of a devout believer or an atheist. The bottom line is that they're puerile.,2008-03-19,13107.0,Dogma
Andrew Sarris,rotten,120655.0,New York Observer,Dogma is more strained than funny.,2007-04-27,13107.0,Dogma
Geoff Andrew,rotten,120655.0,Time Out,"Too talky, too fond of in-jokes, too caught up (especially during the dismally weak climax) in its crass comic-strip ethos, and not, finally, as funny, subversive or thought-provoking as it would like to be.",2006-01-26,13107.0,Dogma
Rick Groen,rotten,120655.0,Globe and Mail,"A fresh premise gradually turns stale, and jokes that start out lively end up pooped.",2002-03-19,13107.0,Dogma
Peter Travers,fresh,120655.0,Rolling Stone,Thou shalt not stop laughing.,2001-05-10,13107.0,Dogma
Richard T. Jameson,fresh,120655.0,Mr. Showbiz,Uproariously hilarious.,2000-01-01,13107.0,Dogma
Bob Longino,rotten,120655.0,Atlanta Journal-Constitution,"Like the worst seasons of Saturday Night Live, most of the film's setups go nowhere or just fall flat.",2000-01-01,13107.0,Dogma
Peter Rainer,rotten,120655.0,New York Magazine/Vulture,"Smith is a spirited jester, and parts of Dogma are bright, icon-busting fun, but most of it is a god-awful mess.",2000-01-01,13107.0,Dogma
Mark Caro,rotten,120655.0,Chicago Tribune,The result is a mish-mash of tones in which such absurdities as singer Alanis Morissette's appearance as God undercut any emotional responses you might have to the climaxes involving Bartleby and Bethany.,2000-01-01,13107.0,Dogma
David Edelstein,fresh,120655.0,Slate,Supremely moving!,2000-01-01,13107.0,Dogma
J. Hoberman,rotten,120655.0,Village Voice,"Once the ball is put in play, the viewer must endure a flat second half, indulging torturously static explanations delivered by characters so garrulous they make those of Eric Rohmer seem as tight-lipped as Silent Bob.",2000-01-01,13107.0,Dogma
Susan Stark,rotten,120655.0,Detroit News,,2000-01-01,13107.0,Dogma
Roger Ebert,fresh,120655.0,At the Movies,"Smith has made a movie that reflects the spirit in which many Catholics regard their church. He has positioned his comedy on the balance line between theological rigidity and secular reality, which is where so many Catholics find themselves.",2000-01-01,13107.0,Dogma
Ernest Hardy,fresh,120655.0,Film.com,Smith has crammed the film with enough genuinely funny moments and insightful bits to make it well worth seeing.,2000-01-01,13107.0,Dogma
David Hunter,fresh,120655.0,Hollywood Reporter,Deliriously funny!,2000-01-01,13107.0,Dogma
Jeff Millar,rotten,120655.0,Houston Chronicle,"When Smith's not practicing the humor of outrage, he's preaching to a choir highly likely to be perplexed.",2000-01-01,13107.0,Dogma
Owen Gleiberman,fresh,120655.0,Entertainment Weekly,"Deliriously audacious, one-of-a-kind.",2000-01-01,13107.0,Dogma
Kenneth Turan,fresh,120655.0,Los Angeles Times,"Dogma is a raucous, profane but surprisingly endearing piece of work, a funny and lively film of ideas.",2000-01-01,13107.0,Dogma
Elizabeth Weitzman,fresh,120655.0,Film.com,"As always with Kevin Smith's films, the strongest element is the writing, and he's reached a new level here.",2000-01-01,13107.0,Dogma
Owen Gleiberman,rotten,151137.0,Entertainment Weekly,,2011-09-07,13532.0,Joan of Arc
,none,151137.0,Time Out,,2006-06-24,13532.0,Joan of Arc
Janet Maslin,none,151137.0,New York Times,,2004-08-30,13532.0,Joan of Arc
Peter Rainer,none,151137.0,New York Magazine/Vulture,,2004-08-07,13532.0,Joan of Arc
,rotten,151137.0,Globe and Mail,,2003-04-25,13532.0,Joan of Arc
Todd McCarthy,rotten,151137.0,Variety,"The lack of a plausible leading lady is enough to sink what is otherwise an eye-catching, although heavily '90s-style, telling of one of history's most frequently filmed stories.",2000-01-01,13532.0,Joan of Arc
Michael Wilmington,rotten,151137.0,Chicago Tribune,Both visually spectacular and staggeringly awful.,2000-01-01,13532.0,Joan of Arc
Roger Ebert,rotten,151137.0,Chicago Sun-Times,,2000-01-01,13532.0,Joan of Arc
Charles Taylor,rotten,151137.0,Salon.com,I've never left a Luc Besson movie not thinking that the guy has Froot Loops for brains.,2000-01-01,13532.0,Joan of Arc
Jonathan Foreman,rotten,151137.0,New York Post,"Besson is unable to weave the comic scenes together with the serious gory ones, so both seem increasingly jarring and unbelievable.",2000-01-01,13532.0,Joan of Arc
Edward Guthmann,rotten,151137.0,San Francisco Chronicle,,2000-01-01,13532.0,Joan of Arc
James Berardinelli,rotten,151137.0,ReelViews,,2000-01-01,13532.0,Joan of Arc
Susan Stark,rotten,151137.0,Detroit News,,2000-01-01,13532.0,Joan of Arc
Kenneth Turan,rotten,151137.0,Los Angeles Times,"Nothing less than a miracle saved France, The Messenger tells us, and nothing less than a miracle would be needed to rescue this film from itself.",2000-01-01,13532.0,Joan of Arc
Steve Murray,rotten,151137.0,Atlanta Journal-Constitution,Half-baked.,2000-01-01,13532.0,Joan of Arc
Peter Brunette,rotten,151137.0,Film.com,Fails on nearly every count.,2000-01-01,13532.0,Joan of Arc
Jeff Millar,rotten,151137.0,Houston Chronicle,"It's hard to recommend it to people who like action and blood because of all the talking; and, because of all the blood, it's hard to recommend it to those who might be interested in the talk.",2000-01-01,13532.0,Joan of Arc
Sean Means,rotten,151137.0,Film.com,"While The Messenger feeds our appetite for visual panache, it starves the soul.",2000-01-01,13532.0,Joan of Arc
Michael Atkinson,fresh,151137.0,Mr. Showbiz,Marvelously shot.,2000-01-01,13532.0,Joan of Arc
J. Hoberman,rotten,151137.0,Village Voice,Besson seems to have no sense that Joan herself was giving a performance.,2000-01-01,13532.0,Joan of Arc
Lisa Schwarzbaum,rotten,190641.0,Entertainment Weekly,,2011-09-07,9629.0,Pokémon: The First Movie
Owen Gleiberman,rotten,190641.0,Entertainment Weekly,,2011-09-07,9629.0,Pokémon: The First Movie
Wally Hammond,rotten,190641.0,Time Out,The story is a humourless retread of a Bond-style world domination yarn with a Frankenstein theme.,2007-08-16,9629.0,Pokémon: The First Movie
Lisa Alspector,fresh,190641.0,Chicago Reader,"The repetitive plot is essentially a string of excuses for fantastical combat sequences, but somehow several characters' insistence that violence is bad doesn't come off as hypocritical.",2007-02-28,9629.0,Pokémon: The First Movie
Liam Lacey,rotten,190641.0,Globe and Mail,"The wisdom of putting bad experiences behind us never rang more true than after viewing this movie. Avoiding it though, may be impossible, so be prepared.",2002-04-05,9629.0,Pokémon: The First Movie
Peter Stack,rotten,190641.0,San Francisco Chronicle,"For the record, it isn't terrible. It's far from a milestone in Japanese animation, and not an especially memorable entertainment. Yet it doesn't try to be either of those things.",2000-01-01,9629.0,Pokémon: The First Movie
Roger Ebert,rotten,190641.0,At the Movies,"It's just a sound-and-light show, linked to the marketing push for Pokemon in general.",2000-01-01,9629.0,Pokémon: The First Movie
Michael Rechtshaffen,rotten,190641.0,Hollywood Reporter,Adults may cringe at the preachy heavy-handedness and the extremely limited motion animation that sets the art form back a couple of generations.,2000-01-01,9629.0,Pokémon: The First Movie
Susan Stark,rotten,190641.0,Detroit News,,2000-01-01,9629.0,Pokémon: The First Movie
Bob Longino,rotten,190641.0,Atlanta Journal-Constitution,"With intentionally stilted animation, uninspired music and lame jokes, Pokemon is basically an ultralong version of the phenomenon's own boring TV 'toon.",2000-01-01,9629.0,Pokémon: The First Movie
Betsy Sherman,fresh,190641.0,Boston Globe,"The Japanese animation is beautiful, and the script adaptation for the English-speaking audience is well-paced, clever, and absorbing enough to keep parents from squirming.",2000-01-01,9629.0,Pokémon: The First Movie
Bruce Westbrook,rotten,190641.0,Houston Chronicle,"Spending 95 minutes with the slight antics of Pikachu, Ash and the gang may seem like an eternity.",2000-01-01,9629.0,Pokémon: The First Movie
Mark Caro,rotten,190641.0,Chicago Tribune,A shameless plug for Pokemon merchandise? You betcha.,2000-01-01,9629.0,Pokémon: The First Movie
Lawrence Terenzi,rotten,190641.0,Mr. Showbiz,70 minutes of irritation.,2000-01-01,9629.0,Pokémon: The First Movie
Michael Atkinson,rotten,190641.0,Village Voice,It makes the Star Wars mythos play like Pong.,2000-01-01,9629.0,Pokémon: The First Movie
Anita Gates,rotten,190641.0,New York Times,"A lot has been written about the admirable lessons that Pokemon teaches children about responsibility, teamwork and obedience. But some unfortunate messages are being sent as well.",2000-01-01,9629.0,Pokémon: The First Movie
Hannah Brown,rotten,190641.0,New York Post,Strictly a kids' movie.,2000-01-01,9629.0,Pokémon: The First Movie
Robin Rauzi,rotten,190641.0,Los Angeles Times,"Pokemon isn't even good animation, unless the standard of measure is the crude LCD graphics of a Game Boy.",2000-01-01,9629.0,Pokémon: The First Movie
Robert Horton,rotten,190641.0,Film.com,There isn't a moment of wonder or poetry in its very long 69 minutes.,2000-01-01,9629.0,Pokémon: The First Movie
Robert Koehler,rotten,190641.0,Variety,"This pacifist spirit of brotherhood echoes the heroics in Princess Mononoke and other anime titles, but the artistic gap between the Miyazaki masterpiece and this project is huge.",2000-01-01,9629.0,Pokémon: The First Movie
Owen Gleiberman,rotten,118150.0,Entertainment Weekly,,2011-09-07,16411.0,Where's Marlowe?
Dennis Harvey,none,118150.0,Variety,,2011-04-22,16411.0,Where's Marlowe?
,none,118150.0,Houston Chronicle,,2005-07-21,16411.0,Where's Marlowe?
Jonathan Rosenbaum,none,118150.0,Chicago Reader,,2004-09-04,16411.0,Where's Marlowe?
Anita Gates,none,118150.0,New York Times,,2003-05-20,16411.0,Where's Marlowe?
Peter Stack,rotten,118150.0,San Francisco Chronicle,If it had a livelier pace and more believable acting by secondary characters ... Where's Marlowe? would be a big treat for audiences seeking a hip comedy.,2000-01-01,16411.0,Where's Marlowe?
,rotten,118150.0,Entertainment Weekly,Vacant yet convoluted.,2000-01-01,16411.0,Where's Marlowe?
Lou Lumenick,rotten,118150.0,New York Post,Where's Marlowe? was expanded from a TV pilot produced for ABC. Small wonder it never found its way on the air.,2000-01-01,16411.0,Where's Marlowe?
Owen Gleiberman,rotten,101605.0,Entertainment Weekly,,2011-09-07,15300.0,The Commitments
Richard Corliss,fresh,101605.0,TIME Magazine,"The film offers no message, no solutions, only a great time at the movies.",2008-08-20,15300.0,The Commitments
Variety Staff,fresh,101605.0,Variety,"Director Alan Parker's story of a band of young Dubliners playing American '60s soul is fresh, well-executed and original.",2008-03-10,15300.0,The Commitments
Jonathan Rosenbaum,fresh,101605.0,Chicago Reader,"This is probably Alan Parker's best film, in part because it's one of his most modest.",2008-03-10,15300.0,The Commitments
Geoff Andrew,fresh,101605.0,Time Out,"Foul-mouthed, fast-talking and very funny, this is Parker's best to date.",2006-06-24,15300.0,The Commitments
Janet Maslin,fresh,101605.0,New York Times,"Mr. Parker is capable of whipping a series of quick, well-edited snippets into a happy collage of musical high spirits.",2003-05-20,15300.0,The Commitments
Peter Travers,rotten,101605.0,Rolling Stone,"Parker keeps going for the glitz. He may have shot The Commitments in Ireland, but his soul never left Hollywood.",2001-05-12,15300.0,The Commitments
Roger Ebert,fresh,101605.0,Chicago Sun-Times,"As music and human comedy, it works just fine.",2000-01-01,15300.0,The Commitments
Desson Thomson,fresh,101605.0,Washington Post,"The musical numbers, actually performed by the on-screen band, are sensational.",2000-01-01,15300.0,The Commitments
Hal Hinson,fresh,101605.0,Washington Post,"Alan Parker's sexy, hilarious, exuberantly energetic new film, The Commitments, has so much rhythmic juice that it's nearly impossible to stay in your seat.",2000-01-01,15300.0,The Commitments
,rotten,101605.0,Entertainment Weekly,,1991-08-14,15300.0,The Commitments
,fresh,34862.0,TIME Magazine,"Crosby's easy, casual banter is just the right foil for Astaire's precision acrobatics, his wry, offbeat humor.",2008-12-05,157943266.0,Holiday Inn
Variety Staff,fresh,34862.0,Variety,"Loaded with a wealth of songs, it's meaty, not too kaleidoscopic and yet closely knit for a compact 100 minutes of tiptop filmusical entertainment.",2007-11-27,157943266.0,Holiday Inn
Theodore Strauss,fresh,34862.0,New York Times,Holiday Inn offers a reason for celebration not printed in red ink on the calendar.,2006-08-08,157943266.0,Holiday Inn
Geoff Andrew,fresh,34862.0,Time Out,"The Irving Berlin score, including 'Easter Parade' and 'Let's Say It with Firecrackers' (which gives Fred his best moment) makes up for the thin story.",2006-06-24,157943266.0,Holiday Inn
,none,56197.0,Variety,,2008-09-10,9443.0,The Longest Day
Geoff Andrew,none,56197.0,Time Out,,2006-06-24,9443.0,The Longest Day
Bosley Crowther,none,56197.0,New York Times,,2003-05-20,9443.0,The Longest Day
